CMC_id,CMC_rank,name,ticker,web_primary,web_secondary,source_code,check_source,notes,repo,forge,stars,forks,auth_tot,authors,commits,comments,PR_open,days_inactive,avg_resp_time,med_resp_time,avg_longevity_days,language:,created_since:,updated_since:,contributor_count:,org_count:,commit_frequency:,recent_releases_count:,updated_issues_count:,closed_issues_count:,comment_frequency:,dependents_count:,criticality_score:,alexa_rank,geo_rmse,geo_mae
12506,555,NFTY Network,NFTY,https://nftynetwork.io,https://nftylabs.org,https://github.com/nftylabs/token,y,,nftylabs/token,github,4,0,0,0,0,0,0,16.366,0,0,0,Solidity,6,6,1,1,0,0,0,0,0,0,0.05316,198759,0.334226723,0.205800715
11461,556,Marinade Staked SOL,MSOL,https://marinade.finance/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,78900,,
4944,557,Tellor,TRB,https://tellor.io/,,https://github.com/tellor-io/telliot-core,y,,tellor-io/telliot-core,github,8,5,11,5.33,73.33,28.67,16.67,0.147,4.59,0.8,63.6,Python,17,0,10,2,5.7,9,22,18,0.6,11,0.37102,496174,0.329161209,0.202585011
7429,558,Liquity,LQTY,https://www.liquity.org/,,https://github.com/liquity/dev,y,,liquity/dev,github,128,165,34,5.33,3,23,14.33,1.138,7.19,3.92,92,JavaScript,28,0,14,3,6,10,55,42,1.1,880,0.50821,220064,0.308294743,0.214348628
8166,559,MAPS,MAPS,https://maps.me/token/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,78347,,
9201,560,StackOs,STACK,https://www.stackos.io/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,288424,,
6679,561,WHALE,WHALE,https://whale.me/,https://app.tryroll.com/token/WHALE,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,312811,,
6833,562,Litentry,LIT,https://www.litentry.com/,,https://github.com/litentry/litentry-parachain,y,,litentry/litentry-parachain,github,29,4,17,9.67,97.67,68.67,16.67,0.697,15.48,2.13,198.64,Rust,24,0,14,1,5.1,32,353,272,1.5,0,0.39555,154396,0.327532553,0.192263512
1856,563,district0x,DNT,https://district0x.io/,,https://github.com/district0x/district0x-network-token,y,,district0x/district0x-network-token,github,148,93,15,0,0,0,0,10.899,0,0,69.89,Clojure,70,45,4,2,0,0,0,0,0,0,0.10901,427714,0.391630143,0.247467382
4134,564,Akropolis,AKRO,https://akropolis.io/,,https://github.com/akropolisio/AkropolisToken,y,,akropolisio/AkropolisToken,github,9,9,6,1.5,1,0,1,19.001,0.05,0.05,484.67,JavaScript,50,9,8,0,0.1,0,3,0,0,2,0.13156,367114,0.334226723,0.205800715
2062,565,Aion,AION,https://theoan.com/,https://aion.network/,https://github.com/aionnetwork/aion,y,,aionnetwork/aion,github,778,279,130,0,0,0,0,7.894,0,0,189.13,Java,61,27,51,6,0,15,8,0,0,169,0.38087,418271,0.391630143,0.247467382
16434,566,Ooki Protocol,OOKI,https://hello.ooki.com,https://ooki.com,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,82839,,
4268,567,NewYork Exchange,NYE,https://www.nyecoin.io/,,https://github.com/nyecoin/NYE,y,,nyecoin/NYE,github,3,1,3,0,0,0,0,358.531,0,0,45,C++,34,34,1,0,0,0,0,0,0,0,0.01915,20564,0.391630143,0.247467382
8992,568,Cellframe,CELL,https://cellframe.net/,,https://github.com/demlabs-cellframe/cellframe-node,y,,demlabs-cellframe/cellframe-node,github,9,1,1,1,144,0,0,1.299,0,0,720,C,59,0,71,2,8.4,1,0,0,0,0,0.32301,261158,0.375401708,0.245097902
5865,569,FIO Protocol,FIO,https://fioprotocol.io/,https://kb.fioprotocol.io/,https://github.com/fioprotocol/fio,y,,fioprotocol/fio,github,39,19,21,3.33,5,0.67,4,1.772,13.14,0.42,265.18,C++,70,3,247,4,0.4,5,14,11,0.6,93,0.47681,433698,0.395097096,0.254622343
4090,570,Wirex Token,WXT,https://wirexapp.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,47544,,
2941,571,CoinEx Token,CET,https://www.coinex.org/,https://www.coinex.com/,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,537724,,
10334,572,BabySwap,BABY,https://home.babyswap.finance/,,https://github.com/babyswap/baby-swap-contract,y,,babyswap/baby-swap-contract,github,58,33,2,1,2.5,0,0,1.746,0,0,82.75,Solidity,20,1,2,0,0.4,0,4,4,0,0,0.11599,19010,0.41698703,0.267971396
8083,573,Tokenlon Network Token,LON,https://tokenlon.im/lon,,https://github.com/consenlabs/token-core,y,,consenlabs/token-core,github,216,102,37,1.67,2,2,0.67,4.016,100.12,0.27,205.7,Rust,45,4,9,1,0,4,6,1,0,14,0.24757,713997,0.41698703,0.267971396
7960,574,Venus XVS,vXVS,https://app.venus.io/dashboard,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,28451,,
5401,575,CoinLoan,CLT,https://coinloan.io/,,https://github.com/coinloan/CoinLoanToken,y,,coinloan/CoinLoanToken,github,1,2,0,0,0,0,0,119.522,0,0,0,None,38,38,1,1,0,0,0,0,0,0,0.05316,97220,0.391630143,0.247467382
9277,576,Revolution Populi,RVP,https://revolutionpopuli.com/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,1992282,,
9741,577,Solanium,SLIM,https://www.solanium.io/,,https://github.com/solanium-io/aws-solana-validator,y,,solanium-io/aws-solana-validator,github,29,7,2,1,0,0,0,14.714,0,0,0,HCL,20,20,2,1,0,1,0,0,0,0,0.07673,9580,0.391630143,0.247467382
5747,578,mStable USD,MUSD,https://mstable.org/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,391361,,
8024,579,Mirrored iShares Gold Trust,mIAU,https://mirror.finance,,https://github.com/Mirror-Protocol/mirror.js,y,,Mirror-Protocol/mirror.js,github,34,21,22,1.5,0,1.67,2,12.723,5.39,0.96,88.94,TypeScript,28,9,10,3,0,10,0,0,0,16,0.25398,42402,0.423998299,0.273867771
4103,580,FLETA,FLETA,https://fleta.io/,,private,y,,,,,,,,,,,,,,,,,,,,,,,,,,,2034522,,
2092,581,NULS,NULS,https://nuls.io/,,https://github.com/nuls-io/nuls-v2,y,,nuls-io/nuls-v2,github,226,91,26,3.33,31,0,4.33,5.701,7.85,0.07,342.57,Java,42,3,33,3,0.1,7,14,14,0,866,0.42114,203131,0.41698703,0.267971396
6928,582,Bella Protocol,BEL,https://bella.fi/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,864227,,
10805,583,Throne,THN,https://www.thr.one/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,751646,,
3702,584,Beam,BEAM,https://www.beam.mw/,,https://github.com/BeamMW/beam,y,,BeamMW/beam,github,626,389,263,11,125.67,10.67,1,1.054,34.87,15.19,220.77,C++,49,0,41,4,31.9,11,32,20,1.1,1301,0.58727,367775,0.389195734,0.240178644
4956,585,MAP Protocol,MAP,https://www.maplabs.io/,,https://github.com/mapprotocol/atlas,y,,mapprotocol/atlas,github,8,9,7,4,69.33,0,14.67,1.065,5.72,0.09,169,Go,21,0,16,1,5.8,19,33,33,0,25,0.38134,764924,0.41698703,0.267971396
5435,586,Epic Cash,EPIC,https://linktr.ee/epiccash,,https://github.com/EpicCash/epic,y,,EpicCash/epic,github,11,23,20,3.33,6.67,0.67,3.5,2.869,1.18,0.45,80.42,Rust,45,0,30,3,1.3,1,10,9,0.4,154,0.42053,228,0.364018285,0.232104773
5226,587,Paris Saint-Germain Fan Token,PSG,https://www.socios.com/paris-saint-germain/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,107125,,
1229,588,DigixDAO,DGD,https://digix.global/dgd/,https://community.digix.global/,https://github.com/DigixGlobal/dijix,y,,DigixGlobal/dijix,github,12,4,3,0,0,0,0,252.647,0,0,23,JavaScript,66,49,3,1,0,0,0,0,0,0,0.07948,671815,0.391630143,0.247467382
5410,589,PARSIQ,PRQ,https://parsiq.net,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,218702,,
3422,590,SHPING,SHPING,https://shping.com/coin,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,319684,,
8509,591,XMON,XMON,https://0xmons.xyz/,,https://github.com/0xmons/0xmons-contracts-new,y,,0xmons/0xmons-contracts-new,github,32,9,3,0,0,0,0,16.904,10.17,10.18,219,HTML,16,7,1,0,0.2,0,0,0,0,0,0.04074,248598,0.391630143,0.247467382
5882,592,StaFi,FIS,https://www.stafi.io/,,https://github.com/stafiprotocol/stafi-node,y,,stafiprotocol/stafi-node,github,49,23,14,2.67,22.33,0,0,2.138,14,11.52,276,Rust,40,4,9,0,0.3,3,0,0,0,19,0.19815,589505,0.41698703,0.267971396
11451,593,Shiden Network,SDN,https://shiden.astar.network/,,exclude,y,double of ASTAR,,,,,,,,,,,,,,,,,,,,,,,,,,24911,,
8497,594,ApeSwap Finance,BANANA,https://apeswap.finance,,https://github.com/ApeSwapFinance/apeswap-swap-core,y,,ApeSwapFinance/apeswap-swap-core,github,17,45,3,1,1,0,0,20.085,53.55,53.55,115.6,TypeScript,24,9,3,2,0,1,0,0,0,2,0.14675,13784,0.418961451,0.277553005
10042,595,Karura,KAR,http://karura.network,,exclude,y,double of ACALA,,,,,,,,,,,,,,,,,,,,,,,,,,114574,,
2398,596,SelfKey,KEY,https://selfkey.org/,,https://github.com/SelfKeyFoundation/Identity-Wallet,y,,SelfKeyFoundation/Identity-Wallet,github,54,56,48,0,0,0,0,80.917,12.52,0.1,355.81,JavaScript,64,2,27,7,0.7,9,0,0,0,254,0.41902,403891,0.281464245,0.171078493
2090,597,LATOKEN,LA,https://latoken.com/,,https://github.com/ElKornacio/contracts-early,n,needs updating,ElKornacio/contracts-early,github,8,14,6,0,0,0,0,1314.588,0,0,16.25,,,,,,,,,,,,,15904,,
8028,598,Mirrored ProShares VIX,mVIXY,https://mirror.finance,,exclude,y,double of mirror mIAU,,,,,,,,,,,,,,,,,,,,,,,,,,42402,,
1866,600,Bytom,BTM,http://bytom.io/,,https://github.com/Bytom/bytom,y,,Bytom/bytom,github,1532,937,281,1,0,0,0,9.124,2.46,0.06,167.42,Go,57,5,51,5,4.6,5,2,1,0,130,0.41382,2049330,0.41698703,0.267971396
1925,601,Waltonchain,WTC,http://www.waltonchain.org/,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,1072328,,
